MarketId,Country,Admin 1,Admin 2,Market Name,Latitude,Longitude,Population
3690,Afghanistan,Badakhshan,Argo,Badakhshan,37.0378,70.4562,23852
3220,Afghanistan,Badghis,Jawand,Badghis,35.137,63.7345,1
3221,Afghanistan,Baghlan,Dushi,Baghlan,35.8045,68.9142,1
3691,Afghanistan,Balkh,Nahr-e- Shahi,Balkh,36.6699,67.0784,193219
268,Afghanistan,Bamyan,Bamyan,Bamyan,34.8242,67.8217,69670
3692,Afghanistan,Daykundi,Shahristan,Daykundi,33.7064,66.2205,862
3222,Afghanistan,Farah,Khak-e-Safed,Farah,32.6084,62.3018,487
3693,Afghanistan,Faryab,Khwaja Sabzposh,Faryab,36.0602,64.8693,75254
266,Afghanistan,Badakhshan,Faiz Abad,Fayzabad,37.1166,70.58,94559
274,Afghanistan,Paktya,Gardez,Gardez,33.5994,69.2253,57520
3223,Afghanistan,Ghazni,Qarabagh,Ghazni,33.3157,67.8112,770
276,Afghanistan,Ghor,Chaghcharan,Ghor,34.5228,65.253,21116
3224,Afghanistan,Hilmand,Garm Ser,Hilmand,31.1545,64.0471,1
270,Afghanistan,Hirat,Hirat,Hirat,34.3469,62.1983,320125
273,Afghanistan,Nangarhar,Jalalabad,Jalalabad,34.4261,70.4514,422496
3225,Afghanistan,Jawzjan,Khwaja Du Koh,Jawzjan,36.8294,65.8541,1464
271,Afghanistan,Kabul,Kabul,Kabul,34.5167,69.1833,1692702
272,Afghanistan,Kandahar,Kandahar,Kandahar,31.6125,65.7094,395324
3226,Afghanistan,Kapisa,Nejrab,Kapisa,34.9629,69.6226,106126
3227,Afghanistan,Khost,Khost,Khost,33.3773,69.8336,28874
3228,Afghanistan,Kunar,Wata Pur,Kunar,34.966,71.094,31897
3229,Afghanistan,Kunduz,Kunduz,Kunduz,36.8432,68.7465,13074
3230,Afghanistan,Laghman,Alishang,Laghman,34.7642,70.1597,11999
3231,Afghanistan,Logar,Khoshi,Logar,34.0135,69.1685,27493
3232,Afghanistan,Wardak,Hesa Awal-e- Behsud,Maidan Wardak,34.3032,68.2177,3840
269,Afghanistan,Faryab,Maymana,Maymana,35.9214,64.7836,160447
267,Afghanistan,Balkh,Mazar-e-Sharif,Mazar,36.7251,67.1096,515700
3694,Afghanistan,Nangarhar,Rodat,Nangarhar,34.2736,70.4757,6440
275,Afghanistan,Daykundi,Nili,Nili,33.71,66.11,23229
3233,Afghanistan,Nimroz,Chahar Burjak,Nimroz,30.8023,62.3188,1
3234,Afghanistan,Nuristan,Poruns,Nuristan,35.4169,70.7884,1
3235,Afghanistan,Paktika,Gomal,Paktika,32.4769,68.7438,1196
3695,Afghanistan,Paktya,Sayed Karam,Paktya,33.632,69.3883,5385
3236,Afghanistan,Panjsher,Khenj,Panjsher,35.4456,69.7946,1626
3237,Afghanistan,Parwan,Syah Gerd,Parwan,34.9583,68.8861,35044
3238,Afghanistan,Samangan,Khuram wa Sarbagh,Samangan,35.9725,67.7025,1
3239,Afghanistan,Sar-e-pul,Kohistanat,Sar-e-Pul,35.7145,66.1389,1
3240,Afghanistan,Takhar,Taloqan,Takhar,36.7015,69.7788,1
3241,Afghanistan,Uruzgan,Chora,Uruzgan,32.8544,66.0589,31921
3242,Afghanistan,Zabul,Qalat,Zabul,32.1999,67.1478,1
1794,Algeria,Alger,Hydra,Algiers,36.7529,3.042,818201
1902,Algeria,Tindouf,Tindouf,Awserd,27.631,-7.876,4878
1901,Algeria,Tindouf,Tindouf,Boujdour,27.51,-8.01,4355
1797,Algeria,Tindouf,Tindouf,Dakhla,26.8274,-6.8699,3823
1903,Algeria,Tindouf,Tindouf,Laayoun,27.74,-8.014,5942
1796,Algeria,Tindouf,Tindouf,Smara,27.4923,-7.8284,8222
1795,Algeria,Tindouf,Tindouf,Tindouf,27.6761,-8.1277,52539
2305,Angola,Lunda Norte,Chitato,Kaxinde,-7.3838,20.8274,129814
2593,Angola,Luanda,Luanda,Luanda,-8.838,13.234,2659062
2571,Argentina,Buenos Aires D.f.,Comuna 01,Buenos Aires,-34.61,-58.37,900848
2581,Argentina,Buenos Aires D.f.,Comuna 01,Greater Buenos Aires,-34.6,-58.37,832092
2600,Argentina,Santa Fe,Rosario,Rosario,-32.95,-60.67,460894
1787,Armenia,Armavir,Armavir,Armavir,40.1504,44.0474,46599
1886,Armenia,Ararat,Artashat,Artashat,39.9614,44.5445,45033
2756,Armenia,Aragatsotn,Ashtarak,Ashtarak,40.2928,44.3493,30980
644,Armenia,Tavush,Taush,Berd,40.8808,45.3917,10141
642,Armenia,Gegharkunik,Gavar,Gavar,40.3589,45.1267,29609
2757,Armenia,Shirak,Akhuryan,Gyumri,40.7932,43.8438,108835
2758,Armenia,Kotayk,Hrazdan,Hrazdan,40.5367,44.7696,36700
2759,Armenia,Tavush,Ijevan,Ijevan,40.8999,45.1523,26584
1595,Armenia,Syunik,Kapan,Kapan,39.2011,46.415,33889
2760,Armenia,Armavir,Echmiadzin,Vagharshapat,40.1635,44.2918,57834
643,Armenia,Lori,Gugark,Vanadzor,40.8128,44.4883,72453
1594,Armenia,Vayotz Dzor,Yeghegnadzor,Yeghegnadzor,39.76,45.33,13081
641,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,613718
4020,Bangladesh,Khulna,Bagerhat,Bagerhat Sadar,22.6653,89.7924,121219
4049,Bangladesh,Chittagong,Bandarban,Bandarban Sadar,22.2197,92.2219,68263
4029,Bangladesh,Barisal,Barguna,Barguna Sadar,22.1613,90.1203,127640
112,Bangladesh,Barisal,Barisal,Barisal Division,22.7019,90.3711,419185
4082,Bangladesh,Barisal,Barisal,Barisal Sadar,22.7123,90.3609,400773
6424,Bangladesh,Chittagong,Chittagong,Bhashan Char,22.3262,91.1609,75200
4030,Bangladesh,Barisal,Bhola,Bhola Sadar,22.6857,90.6443,328953
4068,Bangladesh,Rajshahi,Bogra,Bogra Sadar,24.8486,89.3725,408029
4050,Bangladesh,Chittagong,Brahamanbaria,Brahmonbaria Sadar,23.9755,91.1112,299753
4051,Bangladesh,Chittagong,Chandpur,Chandpur Sadar,23.237,90.6599,275103
114,Bangladesh,Chittagong,Chittagong,Chittagong Division,22.3331,91.8364,1564355
4052,Bangladesh,Chittagong,Chittagong,Chittagong Sadar,22.5708,91.8058,83598
4021,Bangladesh,Khulna,Chuadanga,Chuadanga Sadar,23.5889,88.937,77325
4053,Bangladesh,Chittagong,Comilla,Comilla Sadar,23.4859,91.1842,461079
4054,Bangladesh,Chittagong,Cox'S Bazar,Cox`s Bazar Sadar,21.4653,91.9769,270192
2574,Bangladesh,Dhaka,Dhaka,Dhaka,23.81,90.41,2781650
116,Bangladesh,Dhaka,Dhaka,Dhaka Division,23.7231,90.4086,5037152
4083,Bangladesh,Dhaka,Dhaka,Dhaka Sadar,23.7336,90.3838,4616988
4060,Bangladesh,Rangpur,Dinajpur,Dinajpur Sadar,25.6217,88.6436,368151
4034,Bangladesh,Dhaka,Faridpur,Faridpur Sadar,23.593,89.8131,195723
4055,Bangladesh,Chittagong,Feni,Feni Sadar,23.0092,91.3993,374844
4061,Bangladesh,Rangpur,Gaibandha,Gaibandha Sadar,25.3319,89.551,291222
4035,Bangladesh,Dhaka,Gazipur,Gazipur Sadar,24.001,90.4161,660484
4036,Bangladesh,Dhaka,Gopalganj,Gopalgonj Sadar,23.0099,89.8278,104212
4076,Bangladesh,Sylhet,Habiganj,Habigonj Sadar,24.3696,91.4177,183492
4069,Bangladesh,Rajshahi,Joypurhat,Jaipurhat Sadar,25.1018,89.0262,171075
4046,Bangladesh,Mymensingh,Jamalpur,Jamalpur Sadar,24.9274,89.948,252321
4022,Bangladesh,Khulna,Jessore,Jessore Sadar,23.1612,89.2317,447564
4031,Bangladesh,Barisal,Jhalokati,Jhalokati Sadar,22.7011,90.2041,55524
4023,Bangladesh,Khulna,Jhenaidah,Jhenaidah Sadar,23.5439,89.1721,216769
4056,Bangladesh,Chittagong,Khagrachhari,Khagrachari Sadar,23.1055,91.983,105409
118,Bangladesh,Khulna,Khulna,Khulna Division,22.815,89.5622,686063
4081,Bangladesh,Khulna,Khulna,Khulna Sadar,22.8145,89.5521,686002
4037,Bangladesh,Dhaka,Kishoreganj,Kishoregonj Sadar,24.4605,90.7805,267636
4062,Bangladesh,Rangpur,Kurigram,Kurigram Sadar,25.8136,89.6491,238309
4024,Bangladesh,Khulna,Kushtia,Kushtia Sadar,23.886,89.0873,294885
4063,Bangladesh,Rangpur,Lalmonirhat,Lalmonirhat Sadar,25.9133,89.4471,169142
4057,Bangladesh,Chittagong,Lakshmipur,Laxmipur Sadar,22.9411,90.8282,334877
4038,Bangladesh,Dhaka,Madaripur,Madaripur Sadar,23.1657,90.136,101369
4025,Bangladesh,Khulna,Magura,Magura Sadar,23.4853,89.42,174501
4039,Bangladesh,Dhaka,Manikganj,Manikganj Sadar,23.8655,90.0277,176565
4077,Bangladesh,Sylhet,Maulvibazar,Maulavibazar Sadar,24.4914,91.7638,213119
4026,Bangladesh,Khulna,Meherpur,Meherpur Sadar,23.7687,88.6314,128117
4040,Bangladesh,Dhaka,Munshiganj,Munshiganj Sadar,23.55,90.526,385582
3032,Bangladesh,Mymensingh,Mymensingh,Mymensing Sadar,24.7462,90.41,363314
4070,Bangladesh,Rajshahi,Naogaon,Naogaon Sadar,24.8075,88.9437,313062
4027,Bangladesh,Khulna,Narail,Narail Sadar,23.1606,89.5079,117566
4041,Bangladesh,Dhaka,Narayanganj,Narayanganj Sadar,23.6247,90.5002,1240263
4042,Bangladesh,Dhaka,Narsingdi,Narsingdi Sadar,23.9391,90.7271,460829
4071,Bangladesh,Rajshahi,Natore,Natore Sadar,24.4125,88.9845,176973
4072,Bangladesh,Rajshahi,Nawabganj,Nawabgonj Sadar,24.6021,88.2798,364615
4047,Bangladesh,Mymensingh,Netrakona,Netrakona Sadar,24.8812,90.7329,220705
4064,Bangladesh,Rangpur,Nilphamari,Nilphamari Sadar,25.8483,88.8717,116954
4058,Bangladesh,Chittagong,Noakhali,Noakhali Sadar,22.8854,91.1055,314029
4073,Bangladesh,Rajshahi,Pabna,Pabna Sadar,24.0063,89.2373,301913
4065,Bangladesh,Rangpur,Panchagarh,Panchagarh Sadar,26.3343,88.5563,263766
4080,Bangladesh,Chittagong,Chittagong,Patiya Sadar,22.2982,91.9807,135519
4032,Bangladesh,Barisal,Jhalokati,Patuakhali Sadar,22.7245,90.2513,17664
4033,Bangladesh,Barisal,Pirojpur,Pirojpur Sadar,22.5809,89.9693,141921
4043,Bangladesh,Dhaka,Rajbari,Rajbari Sadar,23.7654,89.6483,137264
120,Bangladesh,Rajshahi,Rajshahi,Rajshahi Division,24.3667,88.6,457243
4074,Bangladesh,Rajshahi,Rajshahi,Rajshahi Sadar,24.3655,88.5987,450953
4059,Bangladesh,Chittagong,Rangamati,Rangamati Sadar,22.669,92.1934,117691
4066,Bangladesh,Rangpur,Rangpur,Rangpur Municipality Market,25.748,89.2547,447364
3033,Bangladesh,Rangpur,Rangpur,Rangpur Sadar,25.7511,89.2546,441361
4028,Bangladesh,Khulna,Satkhira,Satkhira Sadar,22.7126,89.0708,212728
4044,Bangladesh,Dhaka,Shariatpur,Shariatpur Sadar,23.22,90.3494,110581
4048,Bangladesh,Mymensingh,Sherpur,Sherpur Sadar,25.0193,90.0145,221258
4075,Bangladesh,Rajshahi,Sirajganj,Sirajgonj Sadar,24.4574,89.7048,263732
4078,Bangladesh,Sylhet,Sunamganj,Sunamgonj Sadar,25.0723,91.4003,189074
122,Bangladesh,Sylhet,Sylhet,Sylhet Division,24.8967,91.8717,634328
4079,Bangladesh,Sylhet,Sylhet,Sylhet Sadar,24.8905,91.8719,619187
4045,Bangladesh,Dhaka,Tangail,Tangail sadar Market,24.2503,89.9139,272639
3159,Bangladesh,Chittagong,Cox'S Bazar,Teknaf Market,20.8706,92.2981,106120
4067,Bangladesh,Rangpur,Thakurgaon,Thakurgaon Sadar,26.0203,88.4693,245736
3162,Bangladesh,Chittagong,Cox'S Bazar,Ukhia Market,21.2429,92.1404,63378
2618,Belarus,Minsk City,Minsk City,Minsk,53.91,27.56,924351
2562,Benin,Zou,Abomey,Abomey,7.18,1.99,73503
2761,Benin,Oueme,Bonou,Affamè,6.9059,2.4687,21034
2762,Benin,Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.4995,2.6193,438804
1766,Benin,Couffo,Aplahoue,Azovè,6.9474,1.7028,115870
2554,Benin,Oueme,Adjohoun,Azowlissè,6.6669,2.4919,25949
1749,Benin,Alibori,Banikoara,Banikoara,11.2935,2.4357,21221
2763,Benin,Donga,Bassila,Bassila,9.0085,1.6661,21867
2764,Benin,Borgou,Bembereke,Bembèrèkè,10.2248,2.6692,13290
1761,Benin,Zou,Bohicon,Bohicon,7.1798,2.0714,199556
2555,Benin,Atakora,Kobli,Cobly,10.4793,0.8799,6636
2556,Benin,Mono,Come,Comé,6.4045,1.8826,59311
2765,Benin,Zou,Cove,Covè,7.2175,2.3425,50356
2766,Benin,Oueme,Dangbo,Dangbo,6.5857,2.5503,106165
124,Benin,Littoral,Cotonou,Dantokpa,6.3749,2.4308,623128
2767,Benin,Collines,Dassa,Dassa-Zoumè,7.7774,2.1983,41660
2768,Benin,Zou,Ouinhi,Dasso,7.0122,2.4649,20162
1758,Benin,Donga,Djougou,Djougou,9.7081,1.6664,94676
2769,Benin,Couffo,Dogbo-tota,Dogbo,6.8046,1.7862,37343
1760,Benin,Collines,Glazoue,Glazoué,7.9737,2.2446,38951
2770,Benin,Oueme,Dangbo,Hozin,6.603,2.5464,80992
2557,Benin,Plateau,Adja-ouere,Ikpenlè,6.8929,2.6211,49591
1751,Benin,Borgou,Kalale,Kalalé,10.2901,3.3817,11314
2771,Benin,Alibori,Karimama,Karimama,12.0685,3.1828,10695
2558,Benin,Donga,Ouake,Kassoua-Allah,9.6733,1.371,23724
1755,Benin,Atakora,Kerou,Kérou,10.8323,2.1107,12707
1762,Benin,Plateau,Ketou,Kétou,7.3603,2.604,55174
2772,Benin,Couffo,Klouekanme,Klouékanmè,7.0663,1.8773,11208
2559,Benin,Zou,Zangnanado,Kpedekpo,7.2319,2.5001,17506
1044,Benin,Alibori,Malanville,Malanville (CBM),11.86,3.38,57821
1757,Benin,Atakora,Natitingou,Natitingou,10.2964,1.3807,46987
1753,Benin,Borgou,Ndali,N'Dali,9.863,2.7133,16916
1752,Benin,Borgou,Nikki,Nikki,9.9368,3.2131,25925
1764,Benin,Oueme,Porto-novo,Ouando,6.4981,2.5901,269964
2773,Benin,Atlantique,Toffo,Ouègbo,6.8045,2.1711,20866
2560,Benin,Collines,Ouesse,Ouesse,8.4929,2.4222,32087
1754,Benin,Borgou,Parakou,Parakou,9.3467,2.609,223673
2774,Benin,Atakora,Pehonko,Péhunco,10.2291,2.0025,18546
1763,Benin,Plateau,Pobe,Pobè,6.9832,2.6636,81293
1759,Benin,Collines,Savalou,Savalou,7.9301,1.971,38783
2776,Benin,Atlantique,Ze,Sèdjè-Dénou,6.724,2.3782,11494
2561,Benin,Atlantique,Toffo,Sehoue,6.8403,2.1104,9743
2777,Benin,Atlantique,Allada,Sékou,6.6328,2.2223,39810
1750,Benin,Borgou,Sinende,Sinendé,10.3438,2.3838,18420
2775,Benin,Atlantique,So-ava,So-Ava,6.4662,2.3916,66758
1756,Benin,Atakora,Tanguieta,Tanguiéta,10.6228,1.265,25869
2778,Benin,Plateau,Adja-ouere,Tatonnoukon,6.9654,2.5744,20793
2779,Benin,Borgou,Tchaourou,Tchaourou,8.8884,2.5963,21469
2780,Benin,Plateau,Sakete,Yoko,6.7125,2.6123,32729
2783,Benin,Atlantique,Ze,Zè,6.6826,2.3242,21103
2781,Benin,Atlantique,Abomey-calavi,Zinvié,6.6149,2.3566,40772
2782,Benin,Zou,Zogbodome,Zogbodomey,7.0572,2.2482,5163
8585,Bhutan,Bumthang,Chhoekhor,Bumthang,27.5448,90.7538,10435
8587,Bhutan,Dagana,Tsendagang,Dagapela,26.9432,89.96,1
9032,Bhutan,Samdrupjongkhar,Langchhenphu,Daifam,26.894,92.1109,1
8589,Bhutan,Sarpang,Gelephu,Gelephu Town,26.8771,90.476,20291
9265,Bhutan,Lhuentse,Tsenkhar,Gorgaon,27.5192,91.177,1
8592,Bhutan,Haa,Katsho,Haa,27.3725,89.2946,7099
8593,Bhutan,Trashigang,Kanglung,Kanglung,27.2739,91.5091,7458
8594,Bhutan,Punakha,Guma,Khuruthang,27.5482,89.8695,11810
8597,Bhutan,Monggar,Mongar,Mongar,27.277,91.2363,1
8598,Bhutan,Pemagatshel,Norbugang,Nganglam,26.8419,91.2497,1851
8599,Bhutan,Paro,Wangchang,Paro Town,27.4312,89.4115,14706
8601,Bhutan,Pemagatshel,Shumer,Pemagatshel,27.0168,91.397,1
8362,Bhutan,Chhukha,Phuentsholing,Phuentsholing Central Warehouse,26.8666,89.3816,35894
9033,Bhutan,Trashigang,Shongphu,Rangjung,27.3603,91.6667,1
8603,Bhutan,Samdrupjongkhar,Dewathang,Samdrup Jongkhar Gate,26.7939,91.5028,12542
8604,Bhutan,Samtse,Samtse,Samtse Town,26.8986,89.091,4734
8605,Bhutan,Sarpang,Shompangkha,Sarpang,26.8718,90.2676,6650
2609,Bhutan,Thimphu,Chang,Thimphu,27.443,89.667,74710
8606,Bhutan,Trashigang,Samkhar,Trashigang,27.3212,91.5361,1
8607,Bhutan,Yangtse,Trashiyangtse,Trashiyangtse,27.5993,91.4921,769
8608,Bhutan,Trongsa,Nubi,Trongsa,27.4954,90.5101,1
8609,Bhutan,Tsirang,Kikorthang,Tsirang,27.0132,90.1228,3384
8610,Bhutan,Trashigang,Lumang,Wamrong,27.1287,91.5592,1
8611,Bhutan,Wangduephodrang,Thedtsho,Wangduephodrang,27.4714,89.8948,11771
315,Bolivia (Plurinational State of),Pando,Madre de Dios,Cobija,-11.7833,-67.9,1
309,Bolivia (Plurinational State of),Cochabamba,Cercado,Cochabamba City,-17.3895,-66.1568,458490
308,Bolivia (Plurinational State of),La Paz,Murillo,La Paz City,-16.5,-68.15,599621
310,Bolivia (Plurinational State of),Oruro,Cercado,Oruro City,-17.9833,-67.15,104241
311,Bolivia (Plurinational State of),Potosí,Tomas Frias,Potosi,-19.5836,-65.7531,223270
313,Bolivia (Plurinational State of),Santa Cruz,Andres Ibañez,Santa Cruz City,-17.8146,-63.1561,559567
307,Bolivia (Plurinational State of),Chuquisaca,Oropeza,Sucre,-19.0431,-65.2592,223506
312,Bolivia (Plurinational State of),Tarija,Cercado,Tarija City,-21.5167,-64.75,178709
314,Bolivia (Plurinational State of),Beni,Cercado,Trinidad,-14.8375,-64.9043,119719
3361,Burkina Faso,SAHEL,SOUM,Arbinda,14.2307,-0.859,6212
129,Burkina Faso,CASCADES,COMOÉ,Banfora,10.6333,-4.7667,87636
3362,Burkina Faso,SUD-OUEST,NOUMBIEL,Batié,9.8771,-2.9229,9565
2569,Burkina Faso,HAUTS-BASSINS,HOUET,Bobo Dioulasso,11.183,-4.283,426201
3363,Burkina Faso,EST,GNAGNA,Bogandé,12.9743,-0.1436,17417
3364,Burkina Faso,BOUCLE DU MOUHOUN,BALÉ,Boromo,11.7507,-2.9284,16649
3365,Burkina Faso,CENTRE-NORD,NAMENTENGA,Boulsa,12.6605,-0.5732,21436
130,Burkina Faso,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,12.6606,-1.8922,22121
3366,Burkina Faso,SUD-OUEST,IOBA,Dano,11.1462,-3.0611,18023
1892,Burkina Faso,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,12.4503,-3.47,46607
3367,Burkina Faso,EST,TAPOA,Diapaga,12.0321,1.8198,4844
131,Burkina Faso,SUD-OUEST,BOUGOURIBA,Diebougou,10.9667,-3.25,18816
3368,Burkina Faso,BOUCLE DU MOUHOUN,KOSSI,Djibasso,13.1183,-4.1589,12681
132,Burkina Faso,SAHEL,SOUM,Djibo,14.1012,-1.6279,27522
133,Burkina Faso,SAHEL,SÉNO,Dori,14.0317,-0.0346,26938
3369,Burkina Faso,CASCADES,LÉRABA,Douna,10.6129,-5.1076,8654
134,Burkina Faso,EST,GOURMA,Fada N'Gourma,12.0622,0.3578,55259
3370,Burkina Faso,BOUCLE DU MOUHOUN,BALÉ,Fara,11.5329,-2.7653,13294
3371,Burkina Faso,HAUTS-BASSINS,HOUET,Faramana,12.0502,-4.6683,11219
3372,Burkina Faso,HAUTS-BASSINS,TUY,Founza,11.455,-3.2286,12295
3373,Burkina Faso,SUD-OUEST,PONI,Gaoua,10.3284,-3.1843,29647
3374,Burkina Faso,BOUCLE DU MOUHOUN,NAYALA,Gassan,12.8202,-3.2007,11237
3375,Burkina Faso,EST,KOMANDJARI,Gayéri,12.6373,0.5192,7726
135,Burkina Faso,SAHEL,OUDALAN,Gorom Gorom,14.4423,-0.2354,14473
3376,Burkina Faso,CENTRE,KADIOGO,Gounghin,12.3561,-1.5461,793747
136,Burkina Faso,NORD,ZONDOMA,Gourcy,13.2078,-2.3589,37527
1805,Burkina Faso,CENTRE-SUD,NAHOURI,Guelwongo,11.0094,-0.8708,14092
3377,Burkina Faso,EST,KOMANDJARI,Haaba,13.0183,0.7941,2793
3378,Burkina Faso,SUD-OUEST,IOBA,Hamélé,11.0081,-2.7489,3680
3379,Burkina Faso,HAUTS-BASSINS,TUY,Houndé,11.4938,-3.5203,40188
1042,Burkina Faso,EST,TAPOA,Kantchari (CBM),12.47,1.51,10335
1803,Burkina Faso,CENTRE-NORD,SANMATENGA,Kaya,13.0917,-1.0844,75321
3380,Burkina Faso,CENTRE-SUD,BAZÈGA,Kombissiri,12.0648,-1.3392,26517
3381,Burkina Faso,EST,KOMPIENGA,Kompienga,11.0806,0.7225,19319
137,Burkina Faso,CENTRE-NORD,BAM,Kongoussi,13.3258,-1.5347,38044
138,Burkina Faso,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,12.25,-2.3667,103598
3382,Burkina Faso,CENTRE-EST,KOURITTENGA,Koupela,12.1819,-0.3532,44170
1804,Burkina Faso,CENTRE-OUEST,SISSILI,Leo,11.1,-2.1,35261
3383,Burkina Faso,CENTRE-SUD,ZOUNDWÉOGO,Manga,11.6641,-1.0718,25861
3384,Burkina Faso,SAHEL,OUDALAN,Markoye,14.6425,0.0709,4147
3385,Burkina Faso,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,12.2795,-0.8359,25029
1043,Burkina Faso,EST,TAPOA,Namouno (CBM),11.86,1.69,20781
3387,Burkina Faso,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,11.7658,-4.8194,9777
1806,Burkina Faso,HAUTS-BASSINS,HOUET,Nieneta,11.198,-4.2888,393351
2595,Burkina Faso,BOUCLE DU MOUHOUN,KOSSI,Nouna,12.733,-3.867,26067
3388,Burkina Faso,HAUTS-BASSINS,KÉNÉDOUGOU,Orodara,10.9819,-4.9142,27969
139,Burkina Faso,CENTRE,KADIOGO,Ouagadougo (Sankaryare),12.3646,-1.5339,762862
1893,Burkina Faso,NORD,YATENGA,Ouahigouya,13.5668,-2.411,107590
3389,Burkina Faso,CENTRE-EST,KOULPÉLOGO,Ouargaye,11.477,0.0893,16435
3390,Burkina Faso,CENTRE-SUD,NAHOURI,Po,11.1666,-1.1453,19982
1802,Burkina Faso,CENTRE-EST,KOURITTENGA,Pouytenga,12.2172,-0.4461,69587
3391,Burkina Faso,CENTRE-OUEST,SANGUIÉ,Réo,12.3191,-2.4703,27596
3392,Burkina Faso,CENTRE-OUEST,ZIRO,Sapouy,11.5488,-1.7741,15798
3393,Burkina Faso,SAHEL,YAGHA,Sebba,13.4357,0.5461,8426
3394,Burkina Faso,SAHEL,SÉNO,Seytenga,13.9703,0.3125,7324
3395,Burkina Faso,BOUCLE DU MOUHOUN,BANWA,Solenzo,12.1795,-4.0848,24624
140,Burkina Faso,CENTRE-EST,BOULGOU,Tenkodogo,11.78,-0.3697,48095
3396,Burkina Faso,CENTRE-OUEST,SANGUIÉ,Tita,11.9212,-2.5248,19094
3397,Burkina Faso,NORD,LOROUM,Titao,13.7707,-2.07,16558
3398,Burkina Faso,BOUCLE DU MOUHOUN,NAYALA,Toma,12.7605,-2.8963,13726
141,Burkina Faso,BOUCLE DU MOUHOUN,SOUROU,Tougan,13.0725,-3.0694,17960
3399,Burkina Faso,NORD,PASSORÉ,Yako,12.9595,-2.2613,34458
3400,Burkina Faso,CENTRE-NORD,NAMENTENGA,Yalgo,13.5839,-0.2667,16487
3401,Burkina Faso,CENTRE-EST,BOULGOU,Zabré,11.1791,-0.6323,26607
3402,Burkina Faso,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,12.5817,-1.2967,36132
3403,Burkina Faso,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,12.2472,-0.6193,24315
2422,Burundi,Kayanza,Matongo,Bandaga,-3.0657,29.6107,60572
2423,Burundi,Ruyigi,Butaganzwa1,Biyogwa,-3.472,30.1123,18242
3045,Burundi,Ruyigi,Butaganzwa1,Biyorwa,-3.4646,30.0945,17839
2424,Burundi,Bubanza,Bubanza,Bubanza,-3.0809,29.3898,43992
2465,Burundi,Karuzi,Buhiga,Buhiga,-3.0253,30.1708,33048
201,Burundi,Bujumbura Mairie,Ntahangwa,Bujumbura,-3.3643,29.3579,666618
2425,Burundi,Muramvya,Bukeye,Bukeye,-3.1914,29.6346,53506
2426,Burundi,Gitega,Bukirasazi,Bukirasazi,-3.7022,29.964,34920
3047,Burundi,Rumonge,Burambi,Burambi,-3.75,29.4166,20223
2427,Burundi,Bururi,Bururi,Bururi,-3.9498,29.6253,23294
2428,Burundi,Kirundo,Busoni,Busoni,-2.527,30.2175,44318
2429,Burundi,Rumonge,Buyengero,Buyengero,-3.8148,29.5423,31391
2466,Burundi,Cankuzo,Cankuzo,Cankuzo,-3.217,30.5503,20635
2464,Burundi,Bujumbura Mairie,Ntahangwa,Chez Siyoni,-3.364,29.3569,657487
3049,Burundi,Cibitoke,Rugombo,Cibitoke,-2.8965,29.1265,54106
2430,Burundi,Cibitoke,Buganda,Gasenyi,-2.9641,29.1942,42687
2431,Burundi,Muyinga,Gasorwe,Gasorwe,-2.8546,30.2198,59471
2467,Burundi,Muramvya,Kiganda,Gatabo,-3.2816,29.7018,54910
2432,Burundi,Gitega,Itaba,Gihamagara,-3.6171,30.0227,26461
3046,Burundi,Rutana,Giharo,Giharo,-3.7811,30.2342,27028
2433,Burundi,Karuzi,Gihogazi,Gihogazi,-3.1243,30.0033,38213
2468,Burundi,Ruyigi,Gisuru,Gisuru,-3.4588,30.4984,41369
2469,Burundi,Bujumbura Rural,Muhuta,Gitaza,-3.6147,29.3473,52621
202,Burundi,Gitega,Itaba,Gitega,-3.6375,30.0401,23066
3051,Burundi,Gitega,Gitega,Gitega Centre,-3.4321,29.9257,139201
2470,Burundi,Muyinga,Giteranyi,Giteranyi,-2.5169,30.4573,113118
2434,Burundi,Kirundo,Gitobe,Gitobe,-2.6485,30.2012,33688
2435,Burundi,Kayanza,Kabarore,Jene,-2.8525,29.6105,60484
2436,Burundi,Bujumbura Mairie,Ntahangwa,Kamenge,-3.3467,29.3826,700830
2437,Burundi,Bujumbura Mairie,Muha,Kanyosha,-3.4315,29.3607,276221
2471,Burundi,Kayanza,Kayanza,Kayanza,-2.9271,29.6285,120523
2438,Burundi,Rutana,Mpinga-Kayove,Kayero,-3.81,30.118,16412
2439,Burundi,Makamba,Kayogoro,Kayogoro,-4.1192,29.9478,31813
2440,Burundi,Ruyigi,Bweru,Kayongozi,-3.2727,30.3362,13843
2441,Burundi,Cankuzo,Kigamba,Kigamba,-3.0671,30.542,16496
2442,Burundi,Bujumbura Rural,Mubimbi,Kinama,-3.298,29.5165,63724
